ticker,entry_date,exit_date,entry_price,exit_price,shares,commission,pnl_usd,pnl_pct,days_held,exit_reason,tier,consec_down,portfolio_val
TREX,2004-10-19,2004-10-25,5.466249942779541,5.631249904632568,548.8223245193442,5.4882,85.06743936458815,3.0185220869927196,6,profit_target,2,5,100085.06743936459
HOG,2004-10-19,2004-10-27,36.15902232500657,36.71676254272461,82.96684498367324,0.8297,45.4442777347362,1.5424648728190977,8,time_stop,2,5,100130.51171709933
LPX,2004-10-19,2004-10-27,19.53642762223242,19.06357192993164,153.55929231329915,1.5356,-74.1469783991558,-2.420379515867427,8,time_stop,3,4,100056.36473870018
TTC,2004-10-19,2004-10-27,6.161875511118023,6.434274673461914,486.86475320493355,4.8686,127.75290341573991,4.420718364926309,8,time_stop,2,5,100184.11764211592
MKC,2004-10-28,2004-11-01,11.019434735212055,11.431252479553223,272.74752303396076,2.7275,109.59479448014672,3.7371948220286146,4,profit_target,2,5,100293.71243659606
ZBRA,2004-11-01,2004-11-03,52.5,55.0099983215332,57.24806722406624,0.7,142.99255264342625,4.780949183872768,2,profit_target,3,4,100436.70498923949
HLX,2004-11-02,2004-11-04,17.649999618530273,19.69499969482422,511.41270903014794,5.1141,1040.7249018940445,11.586402948966374,2,profit_target,3,4,101477.42989113354
OII,2004-11-02,2004-11-04,7.7016950167582205,8.143684387207031,1172.0061752189495,11.7201,506.29420979495256,5.738858387498858,2,profit_target,3,4,101983.72410092849
MUR,2004-10-28,2004-11-05,18.6832438836169,18.803186416625977,160.86732839252733,1.6087,17.686161561877448,0.6419791646259725,8,time_stop,3,4,102001.41026249038
XRAY,2004-11-02,2004-11-05,21.18485285541303,21.61577796936035,426.0796230636675,4.2608,179.34761388870587,2.0341189853353816,3,profit_target,3,4,102180.75787637908
SPGI,2004-11-03,2004-11-05,29.533212829938993,30.340557098388672,305.6367138675542,3.0564,243.69768203008883,2.7336824919747373,2,profit_target,3,4,102424.45555840917
IRM,2004-11-03,2004-11-08,7.9395659914511265,8.116806983947754,1136.892637332166,11.3689,190.13505302953973,2.2323763375412513,5,profit_target,3,4,102614.59061143872
FCN,2004-11-03,2004-11-09,18.790000915527344,19.5,480.38497495944995,4.8038,336.26904266603486,3.7786005847713398,6,profit_target,3,4,102950.85965410476
HBAN,2004-11-04,2004-11-11,11.015930602056951,11.247845649719238,820.5664846276072,8.2057,182.09605054621102,2.105269686602628,7,profit_target,3,4,103132.95570465097
TGT,2004-11-12,2004-11-15,30.6559023607619,31.58980369567871,302.77908326388274,3.0278,279.7379992123896,3.0463997566490186,3,profit_target,3,4,103412.69370386336
NTAP,2004-11-11,2004-11-17,18.46255040203192,21.70726203918457,501.85793225239854,5.0186,1623.3656936542002,17.574558045867544,6,profit_target,3,4,105036.05939751756
VFC,2004-11-11,2004-11-19,7.14983602340018,7.069633483886719,1295.9146669300935,12.9591,-116.89479394983586,-1.1217395650889372,8,time_stop,3,4,104919.16460356773
VRTX,2004-11-18,2004-11-22,10.569999694824219,10.859999656677246,894.3467945799018,8.9435,250.4170683657498,2.7436137202069246,4,profit_target,3,4,105169.58167193347
HL,2004-11-16,2004-11-24,6.350226173628309,6.229711532592773,1465.6395187936919,14.6564,-191.2874156828541,-1.897800767097366,8,time_stop,3,4,104978.29425625062
JBHT,2004-11-16,2004-11-24,16.09042188116439,16.038747787475586,578.4274956918773,5.7843,-35.67399156148037,-0.32114815926170914,8,time_stop,3,4,104942.62026468915
AEP,2004-11-19,2004-11-24,14.84788884942271,15.286506652832031,827.674497980052,8.2767,354.7560252621233,2.9540752079806656,5,profit_target,3,4,105297.37628995127
CCL,2004-11-19,2004-11-24,33.8828164261352,34.90201187133789,278.9982162900988,2.79,281.56372909964284,3.0080009653995097,5,profit_target,3,4,105578.9400190509
DCI,2004-11-19,2004-11-24,11.81849234048618,12.532468795776367,799.8689742678041,7.9987,563.0889252016461,6.041180505269216,5,profit_target,3,4,106142.02894425255
BC,2004-11-22,2004-11-24,34.96571428075965,36.49728012084961,270.05668291229733,2.7006,410.9090236073578,4.380193202381469,2,profit_target,2,5,106552.9379678599
GME,2004-11-22,2004-11-24,1.7253312801306133,1.8078107833862305,5472.9923018646305,54.7299,396.67976336096507,4.780502400059261,2,profit_target,2,5,106949.61773122087
NSC,2004-11-22,2004-11-24,20.567783272693656,21.347816467285156,229.55134953355693,1.1478,177.90991575178262,3.7925000679440886,2,partial_exit,1,6,107127.52764697265
PSA,2004-11-22,2004-11-24,24.796876553470245,25.452030181884766,380.8029932301943,3.808,245.67643279357003,2.6420812597175027,2,profit_target,3,4,107373.20407976622
SYNA,2004-11-22,2004-11-24,21.34666633605957,25.799999237060547,442.35126298714374,4.4235,1965.5139206301114,20.861959572011692,2,profit_target,3,4,109338.71800039633
WSM,2004-11-22,2004-11-24,11.439647044947526,11.721672058105469,825.4384752623641,8.2544,224.53991209431712,2.465329673632748,2,profit_target,3,4,109563.25791249065
CHD,2004-11-17,2004-11-26,5.800818302345262,5.956045150756836,1604.4533629996372,16.0445,233.00970533178804,2.6759474322582344,9,time_stop,3,4,109796.26761782244
JPM,2004-11-18,2004-11-26,21.617500078219578,21.32889175415039,437.29595520164105,4.373,-130.5802123049965,-1.3350679913260226,8,time_stop,3,4,109665.68740551744
RMD,2004-11-18,2004-11-26,10.326395249119791,10.342978477478027,915.4448496034822,9.1544,6.026582494310838,0.16059068007928176,8,time_stop,3,4,109671.71398801175
XRAY,2004-11-18,2004-11-26,21.27428833379538,21.18891716003418,444.3507203368857,4.4435,-42.37824976016329,-0.4012880356875802,8,time_stop,3,4,109629.33573825158
NSC,2004-11-22,2004-11-26,20.567783272693656,21.4351806640625,229.55134953355693,3.4433,195.6689715276015,4.217262404356544,4,profit_target,1,6,109825.00470977918
RYN,2004-11-23,2004-11-26,5.616312380904453,5.8192830085754395,1685.3162197060205,16.8532,325.2165287407655,3.613948333092903,3,profit_target,2,5,110150.22123851995
CNP,2004-11-24,2004-11-26,4.8387046346376685,4.96569299697876,1956.156257754879,19.5616,228.84751707802087,2.6244288901630872,2,profit_target,3,4,110379.06875559797
BAC,2004-11-19,2004-11-29,28.39015028593345,28.500852584838867,332.9762347351999,3.3298,33.531472318704004,0.3899320637279818,10,time_stop,3,4,110412.60022791667
D,2004-11-19,2004-11-29,13.796657924037836,13.808810234069824,685.1837160727343,6.8518,1.4747277858581795,0.08808154916137426,10,time_stop,3,4,110414.07495570253
ETD,2004-11-19,2004-11-29,17.674664263472618,17.145715713500977,534.8472369748573,5.3485,-288.25514282393823,-2.9926936211444417,10,time_stop,3,4,110125.81981287859
LOW,2004-11-19,2004-11-29,20.347086201813777,19.926788330078125,464.59946412051374,4.646,-199.91616062058162,-2.065641574262295,10,time_stop,3,4,109925.90365225801
USB,2004-11-19,2004-11-29,14.798005368644382,14.743597030639648,638.8188887812638,6.3882,-41.1452629124322,-0.3676734576676143,10,time_stop,3,4,109884.75838934559
BHE,2004-11-24,2004-11-29,19.922807345438606,20.347753524780273,617.6258617706028,6.1763,256.2814916043163,2.1329633518689826,5,profit_target,3,4,110141.0398809499
ABT,2004-11-22,2004-11-30,12.566217305148351,12.288009643554688,976.8685325526052,9.7687,-281.54099545141986,-2.213933237328965,8,time_stop,3,4,109859.49888549848
BBWI,2004-11-22,2004-11-30,7.578713656218985,6.9895782470703125,1245.9535011687015,12.4595,-746.4948607029314,-7.77355413956347,8,time_stop,3,4,109113.00402479555
ZION,2004-11-22,2004-11-30,43.58162991362061,43.97844314575195,216.66754623534516,2.1667,83.80987385726112,0.9105057174727806,8,time_stop,3,4,109196.8138986528
UNFI,2004-11-24,2004-11-30,26.399999618530273,28.1299991607666,358.5326699713398,3.5853,616.6760282274729,6.553028663765714,6,profit_target,3,4,109813.48992688028
PBI,2004-11-23,2004-12-01,15.34041805130727,15.81171989440918,617.0146288593098,6.1701,284.6299855136409,3.072288131429035,8,time_stop,2,5,110098.11991239393
CLX,2004-11-24,2004-12-02,29.92768645723964,30.73626136779785,316.2711011423445,3.1627,252.56616630689444,2.701762168330297,8,time_stop,3,4,110350.68607870082
T,2004-11-24,2004-12-02,4.245487979960262,4.383196830749512,2229.487492404255,22.2949,284.7252855039534,3.243651882640323,8,time_stop,3,4,110635.41136420477
EG,2004-11-30,2004-12-02,53.900907928133975,56.516456604003906,183.90587413670426,1.8391,479.175706841592,4.852513206933804,2,profit_target,3,4,111114.58707104636
GE,2004-11-30,2004-12-02,100.74793551188405,102.57451629638672,49.19551720301111,0.35,89.50958640669049,1.8130205598974354,2,partial_exit,1,6,111204.09665745306
EMR,2004-11-30,2004-12-06,18.859138106770647,19.40802001953125,525.6175299828109,5.2562,283.24577993764063,2.910429467418492,6,profit_target,3,4,111487.3424373907
GE,2004-11-30,2004-12-08,100.74793551188405,101.91814422607422,49.19551720301111,0.842,56.72706775802576,1.161521284028824,8,time_stop,1,6,111544.06950514873
BBY,2004-12-01,2004-12-09,20.863028064080922,21.2744083404541,473.719062403735,4.7372,190.14148819085474,1.9718148061231697,8,time_stop,3,4,111734.21099333958
GHC,2004-12-01,2004-12-09,424.67198447299654,426.9247131347656,23.27258320485623,0.7,51.726815218985415,0.5304632149362626,8,time_stop,3,4,111785.93780855856
OKE,2004-12-02,2004-12-10,4.2303361320490644,4.218095302581787,2342.327059319486,23.4233,-52.0952966829139,-0.28935831775968585,8,time_stop,3,4,111733.84251187564
PCG,2004-12-02,2004-12-10,19.963025347519856,19.257232666015625,496.3591750058313,4.9636,-355.2902648666521,-3.5354996009756454,8,time_stop,3,4,111378.55224700899
ALKS,2004-12-08,2004-12-10,13.569999694824219,14.010000228881836,961.2394516228233,9.6124,413.33347755506503,3.2424505818186518,2,profit_target,3,4,111791.88572456405
CVS,2004-12-08,2004-12-10,14.452255673747052,14.766288757324219,902.5593900106235,9.0256,274.40791445645647,2.172900138679508,2,profit_target,3,4,112066.29363902051
DIS,2004-12-08,2004-12-10,21.473083217357118,21.917301177978516,607.4590655258567,6.0746,263.7696365936174,2.068719969670343,2,profit_target,3,4,112330.06327561413
IART,2004-12-08,2004-12-10,15.004521369934082,15.375226020812988,668.7224851750965,6.6872,241.21131054995774,2.4706196335040764,2,profit_target,3,4,112571.27458616409
NVRI,2004-12-08,2004-12-10,18.179453807045807,18.827428817749023,551.9341189159568,5.5193,352.120175422878,3.564326066012397,2,profit_target,3,4,112923.39476158697
OLN,2004-12-08,2004-12-10,10.012833535826095,10.43302059173584,1002.1000332686879,10.021,411.0484623735403,4.196484985057507,2,profit_target,3,4,113334.44322396051
DTE,2004-12-03,2004-12-13,15.659253403586193,16.02613067626953,639.1344747559111,6.3913,228.09256822878717,2.3428784452732443,10,time_stop,3,4,113562.5357921893
EIX,2004-12-03,2004-12-13,14.688275027498557,14.669502258300781,681.3848924011617,6.8138,-19.60533024391001,-0.12780785465026093,10,time_stop,3,4,113542.93046194539
NUE,2004-12-03,2004-12-13,13.750330558451955,14.178498268127441,727.8638616450498,7.2786,304.3691639796657,3.1138721200582595,10,time_stop,3,4,113847.29962592505
BALL,2004-12-07,2004-12-13,8.707307987364166,9.086156845092773,1152.3493637673157,11.5235,425.0427465298623,4.3509297968830785,6,profit_target,3,4,114272.3423724549
PCAR,2004-12-08,2004-12-13,10.878697146683606,11.186636924743652,922.3403027102383,9.2234,274.80186508532404,2.8306678079913454,5,profit_target,3,4,114547.14423754023
TXT,2004-12-08,2004-12-13,31.897516817107785,32.597286224365234,314.56557815759635,3.1457,216.97771238936198,2.1938052772877215,5,profit_target,3,4,114764.12194992958
AGCO,2004-12-09,2004-12-13,16.434088433837477,17.224119186401367,794.1210846371829,7.9412,619.4388672763944,4.807268475793472,4,profit_target,2,5,115383.56081720597
AZTA,2004-12-10,2004-12-13,13.264940206677778,13.547842025756836,985.9791691346788,9.8598,269.0755088309118,2.1327033116714733,3,profit_target,3,4,115652.63632603688
LMT,2004-12-10,2004-12-13,32.29223605679432,33.18784713745117,311.5527331422898,3.1155,275.91455267973816,2.7734563784362383,3,profit_target,3,4,115928.55087871662
WOR,2004-12-10,2004-12-13,7.050593715660864,7.259307861328125,1426.9343559568956,14.2693,283.5520414672378,2.9602350395494015,3,profit_target,3,4,116212.10292018385
ETD,2004-12-08,2004-12-14,16.195320418288844,16.685575485229492,805.4190178568205,8.0542,386.8065643360983,3.0271402743413405,6,profit_target,3,4,116598.90948451996
FBP,2004-12-08,2004-12-14,325.2414154735313,345.13458251953125,30.850501633552682,0.7,613.0141824491585,6.116431087669681,6,profit_target,3,4,117211.92366696912
R,2004-12-08,2004-12-14,30.368071238564255,31.503202438354492,330.4082350354611,3.3041,371.752613906023,3.7379100927184994,6,profit_target,3,4,117583.67628087514
TFX,2004-12-08,2004-12-14,38.409823737605976,39.50077819824219,261.2316288642922,2.6123,282.37949448012006,2.840300617073879,6,profit_target,3,4,117866.05577535526
GWW,2004-12-09,2004-12-14,42.9394759696581,44.36371994018555,233.79340405917208,2.3379,330.6409120397718,3.3168638842585056,5,profit_target,3,4,118196.69668739503
ARW,2004-12-10,2004-12-14,24.219999313354492,24.799999237060547,540.0064035670654,5.4001,307.80360883400823,2.394714864365222,4,profit_target,3,4,118504.50029622903
T,2004-12-10,2004-12-14,4.248846990765945,4.358006477355957,2367.8740196188164,23.6787,234.79717209522943,2.569155510359612,4,profit_target,2,5,118739.29746832426
HLX,2004-12-07,2004-12-15,19.799999237060547,20.75,506.76066696933685,5.0676,476.3554135788827,4.797983836086691,8,time_stop,3,4,119215.65288190315
GATX,2004-12-10,2004-12-15,16.532729099102436,17.081499099731445,608.5344012148889,6.0853,327.86007972531934,3.319294699256893,5,profit_target,2,5,119543.51296162847
AMT,2004-12-13,2004-12-15,12.68351094952932,13.291624069213867,1045.4620893196343,10.4546,625.304591754892,4.794517244510399,2,profit_target,3,4,120168.81755338336
HBAN,2004-12-08,2004-12-16,11.057673551047824,11.089289665222168,907.4115611248404,9.0741,19.614711908394547,0.28592012622174356,8,time_stop,3,4,120188.43226529175
KEY,2004-12-08,2004-12-16,16.249583706190474,16.239761352539062,617.4841768741832,6.1748,-12.239989728151054,-0.060446801770496966,8,time_stop,3,4,120176.19227556359
KMT,2004-12-08,2004-12-16,15.778391729365476,15.76894474029541,635.9241798193505,6.3592,-12.366810574337258,-0.05987295303667415,8,time_stop,3,4,120163.82546498925
LHX,2004-12-08,2004-12-16,20.36432023152769,19.719955444335938,492.71768982648945,4.9272,-322.41710624892204,-3.1641851034838706,8,time_stop,3,4,119841.40835874033
LUV,2004-12-08,2004-12-16,13.43152172172988,13.44003677368164,747.0382751294749,7.4704,-1.1093130286132196,0.06339603306440911,8,time_stop,3,4,119840.29904571171
PGR,2004-12-08,2004-12-16,11.781468173874462,11.013338088989258,851.664722196115,8.5166,-662.7059425761967,-6.519816321267506,8,time_stop,3,4,119177.59310313551
TFC,2004-12-08,2004-12-16,18.707351858033988,18.698474884033203,536.3592290084639,5.3636,-10.124839221073753,-0.04745179364856243,8,time_stop,3,4,119167.46826391444
USB,2004-12-08,2004-12-16,14.58038499334566,14.976055145263672,688.1753001683094,6.8818,265.408672562135,2.7137153929652156,8,time_stop,3,4,119432.87693647658
WY,2004-12-08,2004-12-16,11.833629291703314,11.980611801147461,847.9106935012754,8.4791,116.14893458033153,1.2420746486219392,8,time_stop,3,4,119549.0258710569
PWR,2004-12-13,2004-12-16,7.443510412151159,7.7965617179870605,1370.3346036173054,13.7033,470.09507520303885,4.743075327194581,3,profit_target,2,5,120019.12094625994
ASB,2004-12-09,2004-12-17,17.040413211374027,17.051013946533203,589.1269261453496,5.8913,0.35390925775300985,0.06220937853843037,8,time_stop,3,4,120019.47485551769
FDS,2004-12-09,2004-12-17,26.736344807595966,27.113670349121094,375.480131173774,3.7548,137.9234425153325,1.4112831961156005,8,time_stop,3,4,120157.39829803302
MTB,2004-12-09,2004-12-17,56.069165371648566,56.144615173339844,179.04611543476977,1.7905,11.718532748799294,0.13456558732623647,8,time_stop,2,5,120169.11683078182
BA,2004-12-10,2004-12-20,36.84085674044946,37.253841400146484,273.0863311255212,2.7309,110.04960221652696,1.1209963508899263,10,time_stop,3,4,120279.16643299835
GD,2004-12-10,2004-12-20,33.539804671832826,33.52412796020508,299.96401294547223,2.9996,-7.702089459102917,-0.04674061695091914,10,time_stop,3,4,120271.46434353925
GPC,2004-12-10,2004-12-20,22.180514444221764,22.27375030517578,453.5843579313909,4.5358,37.7544845476945,0.4203503087743134,10,time_stop,3,4,120309.21882808694
SCSC,2004-12-10,2004-12-20,32.10499954223633,30.875,313.3697102077415,3.1337,-388.5782972083303,-3.831177572882938,10,time_stop,2,5,119920.64053087862
CCI,2004-12-13,2004-12-21,10.019883975125934,9.995444297790527,1017.9858285263474,10.1799,-35.05910346646389,-0.24391177977786277,8,time_stop,2,5,119885.58142741215
VZ,2004-12-13,2004-12-21,12.379339760324676,12.376334190368652,823.9615429933822,8.2396,-10.716089488473608,-0.02427891966949946,8,time_stop,2,5,119874.86533792368
VFC,2004-12-14,2004-12-22,7.043085700791509,7.136904716491699,1485.0151917988364,14.8502,124.47251167640788,1.3320726125716018,8,time_stop,3,4,119999.33784960008
HLIT,2004-12-15,2004-12-22,7.559999942779541,8.0600004196167,1413.5630757981364,14.1356,692.6465811804869,6.613762971184969,7,profit_target,3,4,120691.98443078056
ALL,2004-12-15,2004-12-23,30.221684621676562,30.448436737060547,353.6049332102501,3.536,76.64461728353425,0.750296081183198,8,time_stop,3,4,120768.62904806409
ADP,2004-12-20,2004-12-23,21.17406361371612,21.638832092285156,664.00984363218,6.6401,301.97074634347143,2.1949895260915846,3,profit_target,3,4,121070.59979440756
ITW,2004-12-20,2004-12-23,27.75100321993307,28.374404907226562,389.7235868936794,3.8972,239.05710577865437,2.2464113544036204,3,profit_target,3,4,121309.65690018622
MAN,2004-12-21,2004-12-23,29.192617873433864,30.317100524902344,369.7118803997668,3.6971,412.0374767473295,3.8519418037249467,2,profit_target,3,4,121721.69437693355
ITT,2004-12-17,2004-12-27,10.557605344107426,10.627863883972168,1023.1222453482045,10.2312,61.65185260781931,0.6654779902713067,10,time_stop,3,4,121783.34622954136
DIS,2004-12-20,2004-12-28,21.758647527955443,22.202869415283203,497.0538955086708,4.9705,215.83168061139045,2.041587772204249,8,time_stop,3,4,121999.17791015275
ECL,2004-12-20,2004-12-28,27.068389051505246,27.522808074951172,399.55168717988187,3.9955,177.5683706326551,1.6787811885711608,8,time_stop,3,4,122176.7462807854
GS,2004-12-20,2004-12-28,74.48141873223463,75.47918701171875,145.20696166720128,1.4521,143.43083069512798,1.339620399916333,8,time_stop,3,4,122320.17711148053
HON,2004-12-20,2004-12-28,19.822067355102867,20.11200714111328,545.6151631926607,5.4562,152.7393920281908,1.4627121420600675,8,time_stop,3,4,122472.91650350872
LMT,2004-12-20,2004-12-28,32.385635299035165,31.187786102294922,333.95116121413776,3.3395,-403.36264182296776,-3.69870526139078,8,time_stop,3,4,122069.55386168575
SKYW,2004-12-20,2004-12-28,16.92905136087983,17.464561462402344,638.8556738484772,6.3886,335.7251100223481,3.163261130862822,8,time_stop,3,4,122405.2789717081
EBAY,2004-12-22,2004-12-28,21.217386348812656,21.68216896057129,508.4857155847039,5.0849,231.2504617755689,2.190574296558644,6,profit_target,3,4,122636.52943348367
LEG,2004-12-22,2004-12-28,11.650006940820827,11.986563682556152,926.07136933199,9.2607,302.4148489834259,2.8888973495462364,6,profit_target,3,4,122938.94428246708
INGR,2004-12-21,2004-12-29,16.93429544265358,17.106998443603516,828.5384526109465,8.2854,134.80569264221842,1.0198416670760233,8,time_stop,3,4,123073.7499751093
LNC,2004-12-21,2004-12-29,25.841394909666093,26.176639556884766,417.6577032899241,4.1766,135.8409323646925,1.297316373170215,8,time_stop,3,4,123209.59090747399
UHS,2004-12-21,2004-12-29,20.45280947298617,19.989803314208984,527.6956039723616,5.277,-249.6032706385745,-2.263777792428566,8,time_stop,3,4,122959.98763683542
VRTX,2004-12-21,2004-12-29,10.869999885559082,10.850000381469727,992.9031979216035,9.929,-29.786603546383265,-0.18398808003599923,8,time_stop,3,4,122930.20103328903
WM,2004-12-21,2004-12-29,16.866064071655273,17.134326934814453,639.9156081659448,6.3992,165.26643714518465,1.5905481090280937,8,time_stop,3,4,123095.46747043422
WAT,2004-12-27,2004-12-29,45.880001068115234,46.97999954223633,238.7740243872242,2.3877,260.26332224182715,2.3975554675510864,2,profit_target,3,4,123355.73079267604
AMD,2004-12-22,2004-12-30,21.780000686645508,21.950000762939453,643.9558678773033,6.4396,103.03298799030229,0.7805329244006017,8,time_stop,3,4,123458.76378066634
D,2004-12-22,2004-12-30,14.238055229187012,14.273640632629395,757.7395723467189,7.5774,19.387072662749418,0.24993162949273603,8,time_stop,3,4,123478.15085332909
DOV,2004-12-22,2004-12-30,18.560225435398653,18.851972579956055,581.2826960515526,5.8128,163.77473979315295,1.5718944016755967,8,time_stop,2,5,123641.92559312224
WTFC,2004-12-28,2005-01-05,44.990543554411516,42.35099411010742,243.61788711005687,2.4362,-645.4776374149887,-5.866898320781179,8,time_stop,2,5,122996.44795570725
SWKS,2004-12-29,2005-01-06,7.45973539352417,6.899266242980957,1483.2302222176922,14.8323,-846.1370849285477,-7.513257789676545,8,time_stop,3,4,122150.3108707787
VRTX,2005-01-04,2005-01-06,10.15999984741211,10.520000457763672,365.0844314469616,3.6508,127.77977383628973,3.5433131472266663,2,profit_target,3,4,122278.09064461499
FISV,2005-01-05,2005-01-07,9.805000305175781,10.024999618530273,378.3026672457782,3.783,79.44330036178636,2.243746114300076,2,profit_target,3,4,122357.53394497678
NSC,2005-01-05,2005-01-07,22.146548860045225,22.75185775756836,167.48694305529338,1.6749,99.70646741976661,2.7331973995062357,2,profit_target,3,4,122457.24041239654
TPR,2005-01-05,2005-01-07,17.417606987604053,17.85965919494629,212.96024020024743,2.1296,92.00994185464972,2.537961774294486,2,profit_target,3,4,122549.25035425118
BIIB,2005-01-05,2005-01-10,64.91000366210938,66.81999969482422,74.28801149408326,0.7429,141.14692711703293,2.9425295408353005,5,profit_target,3,4,122690.39728136822
EW,2005-01-05,2005-01-10,3.308332920074463,3.441667079925537,1121.1863670933637,11.2119,138.28057862193813,4.0302521865929135,5,profit_target,2,5,122828.67785999016
ADM,2005-01-06,2005-01-10,12.768868546508877,13.16340160369873,375.6684825128134,3.7567,144.45695007052524,3.089804360917496,4,profit_target,3,4,122973.13481006068
AEE,2005-01-06,2005-01-10,20.333532933513094,20.80199432373047,235.9089040727667,2.3591,108.15512412585784,2.3038858606084682,4,profit_target,3,4,123081.28993418654
BG,2005-01-06,2005-01-10,34.213378302280624,35.777244567871094,140.20426243475725,1.402,217.8586736893624,4.570920333483186,4,profit_target,3,4,123299.1486078759
ADBE,2005-01-04,2005-01-12,31.09889880624707,29.484214782714844,155.0548502753779,1.5505,-251.91513801358803,-5.192093885999183,8,time_stop,3,4,123047.23346986232
AEP,2005-01-04,2005-01-12,14.7870906059818,14.600360870361328,326.09762302944955,3.261,-64.15309916504818,-1.262788878462239,8,time_stop,3,4,122983.08037069727
BYD,2005-01-04,2005-01-12,36.31954852869599,34.816253662109375,132.76693388195312,1.3277,-200.9155194960041,-4.1390791666886075,8,time_stop,3,4,122782.16485120126
CBRL,2005-01-04,2005-01-12,19.907197426657845,19.512659072875977,242.22571338316826,2.4223,-97.98959133566561,-1.981887984159638,8,time_stop,3,4,122684.1752598656
FE,2005-01-04,2005-01-12,15.665202069415047,15.220117568969727,236.78326978211612,2.3678,-107.75639604260384,-2.8412305086974228,8,time_stop,3,4,122576.418863823
FMC,2005-01-04,2005-01-12,7.4264140246544335,6.980457305908203,499.46821648773704,4.9947,-227.7358891077804,-6.0050074944075265,8,time_stop,3,4,122348.68297471522
GL,2005-01-04,2005-01-12,20.59609721562198,20.035608291625977,180.09517672019064,1.801,-102.74230358397182,-2.7213355915356523,8,time_stop,3,4,122245.94067113125
